IMAGE_REF_ID,PROFILE_NAME,PROFILE_ID,AGENT_ID,IMAGE,PROVINCE,DISTRICT,DS_DIVISION,GN_DIVISION,LATITUDE,LONGITUDE,S3_ARN,DIALOG_COUNT,MOBITEL_COUNT,AIRTEL_COUNT,HUTCH_COUNT,DIALOG_AREA_PERCENTAGE,MOBITEL_AREA_PERCENTAGE,AIRTEL_AREA_PERCENTAGE,HUTCH_AREA_PERCENTAGE
12375,Nishantha Stores ,448926,522632,,North Western,Kurunegala,Giribawa,Perakumpura,8.1516282,80.1437306,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/448926/1/ORIGINAL/image_12375.jpeg,1,0,1,0,100.0,,,
20238,Kia Com,10358,7676,,Western,Colombo,Colombo,Modara,6.9649363,79.8714846,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/10358/1/ORIGINAL/image_20238.jpeg,14,4,14,2,56.83453237410072,16.477881524567582,23.59559161181693,3.091994489514771
12512,TARIDU STORES,21243,32624,,Western,Kalutara,Ingiriya,Poruwadanda West,6.7339044,80.1128454,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/21243/1/ORIGINAL/image_12512.jpeg,3,4,3,0,79.62019316229187,20.379806837708124,,
16531,C.Net Communication,10901,21044,,Western,Gampaha,Attanagalla,Thalgasmote East,7.1514079,80.0692482,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/10901/1/ORIGINAL/image_16531.jpeg,0,2,0,1,,95.06622810916528,,4.93377189083474
18513,Ara Communication,168823,221748,,Sabaragamuwa,Kegalle,Yatiyanthota,Ganepalla,6.997554,80.344809,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/168823/2/ORIGINAL/image_18513.jpeg,1,1,1,0,81.80545836249125,18.194541637508753,,
15369,M S COMMUNICATION,101149,30524,,North Western,Kurunegala,Mawathagama,Kongaswala,7.5112573,80.4117711,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/101149/3/ORIGINAL/image_15369.jpeg,3,0,3,0,100.0,,,
12726,,57672,41153,,North Western,Kurunegala,Panduwasnuwara,Kanduboda,7.5748492,80.1056891,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/57672/3/ORIGINAL/image_12726.jpeg,1,0,1,0,100.0,,,
10134,Kanapathy stores,849366,1093232,,Northern,Vavuniya,Vavuniya,Rajendrankulam,8.7502258,80.4392865,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/849366/2/ORIGINAL/image_10134.jpeg,2,0,2,0,100.0,,,
13036,David Mobile,437,69152,,Northern,Vavuniya,Vavuniya,Rambaikulam,8.7548292,80.4955312,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/437/1/ORIGINAL/image_13036.jpeg,0,11,0,0,,100.0,,
11214,Manjula Stores ,145456,193145,,Western,Gampaha,Biyagama,Biyagama East,6.9464379,79.9913727,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/145456/1/ORIGINAL/image_11214.jpeg,0,0,0,0,,,100.0,
12117,SHEEMA MOBILES & BANDARAWELA,374566,306012,,Uva,Badulla,Bandarawela,Bandarawela East,6.8302384,80.9921146,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/374566/3/ORIGINAL/image_12117.jpeg,2,0,2,0,100.0,,,
18256,kapila stores,156377,205421,,Sabaragamuwa,Kegalle,Warakapola,Bopitiya,7.1700482,80.1936089,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/156377/1/ORIGINAL/image_18256.jpeg,4,0,4,0,100.0,,,
15667,ASHAN COMMUNICATION,37074,52526,,Uva,Moneragala,Siyambalanduwa,Sri Wijithapura,6.9068262,81.5591489,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/37074/2/ORIGINAL/image_15667.jpeg,6,0,6,0,100.0,,,
17523,Pathirana book shop,1104646,1393112,,Southern,Hambantota,Lunugamvehera,Lunugamvehera New Town,6.3477286,81.1958668,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1104646/2/ORIGINAL/image_17523.jpeg,0,1,0,1,,79.77827050997783,,20.22172949002217
9257,Smart phone shop,319171,251311,,Eastern,Batticaloa,Koralai Pattu,Valaichenai Tamil,7.9239473,81.530382,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/319171/2/ORIGINAL/image_9257.jpeg,1,0,1,0,100.0,,,
11137,Laser Mobile Phone Arcade,101619,125376,,Western,Colombo,Homagama,Mawathgama,6.8412725,80.0040896,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/101619/1/ORIGINAL/image_11137.jpeg,3,3,3,2,81.23532371687354,2.390137537739014,12.87739013753774,3.4971486078497147
12720,DARMADASA ST,874266,1124232,,Western,Kalutara,Ingiriya,Kottiyawatta,6.7603786,80.1871973,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/874266/2/ORIGINAL/image_12720.jpeg,0,2,0,0,,100.0,,
16418,Mahawattha book shop,1324346,1681932,,Central,Kandy,Kundasale,Mahawatta South,7.2939959,80.6799896,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1324346/1/ORIGINAL/image_16418.jpeg,6,0,6,2,68.88647366860982,,,31.11352633139018
13855,tamil multi shop 2,52506,66982,,Northern,Vavuniya,Vavuniya North,Kanakarayankulam South,9.050623,80.5150484,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/52506/1/ORIGINAL/image_13855.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
14859,YOHAN CELLULAR ,105326,131610,,Western,Gampaha,Minuwangoda,Bodhipihituwala,7.195601,79.9873211,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/105326/1/ORIGINAL/image_14859.jpeg,0,0,0,1,,,,100.0
19914,DHAMMIKA STORES,69561,52152,,Sabaragamuwa,Rathnapura,Kahawaththa,Yainna,6.5708287,80.5509892,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/69561/1/ORIGINAL/image_19914.jpeg,3,0,3,0,100.0,,,
14358,RATHNA STORES,15281,53912,,Uva,Badulla,Bandarawela,Inikambedda,6.8239129,80.9849708,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/15281/2/ORIGINAL/image_14358.jpeg,0,2,0,5,,41.17433852845234,,58.82566147154766
9567,LAKSMI  STORES ,89792,88245,,Northern,Vavuniya,Vavuniya,Rambaikulam,8.7479243,80.516458,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/89792/2/ORIGINAL/image_9567.jpeg,1,1,1,0,85.59569216962082,14.404307830379178,,
19887,Ice cream shop,1459826,1872092,,Western,Gampaha,Mirigama,Wandurawa,7.1706503,80.0672872,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1459826/1/ORIGINAL/image_19887.jpeg,1,0,1,0,100.0,,,
20087,Prasad stores,1401666,1787952,,North Western,Kurunegala,Mahawa,Daladagama,7.814695,80.2493823,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1401666/3/ORIGINAL/image_20087.jpeg,0,0,0,0,,,100.0,
10279,SARATH  STORES ,94156,105279,,Western,Colombo,Padukka,Udumulla,6.8319998,80.0913033,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/94156/1/ORIGINAL/image_10279.jpeg,2,1,2,0,98.6230432524668,1.3769567475332,,
16739,LIBERTY STUDIO,8407,43276,,Southern,Galle,Baddegama,Baddegama,6.1724254,80.1788812,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/8407/2/ORIGINAL/image_16739.jpeg,8,2,8,2,60.269666061198826,2.7246052815425457,19.62589073634204,17.379837920916586
15351,Gamagedara multi plus,969826,1212332,,Central,Kandy,Thumpane,Ihala Medagoda,7.3716032,80.4919156,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/969826/2/ORIGINAL/image_15351.jpeg,6,1,6,1,93.47371356853996,3.14635336773114,,3.379933063728908
10970,Obit Communication,6329,1564,,Western,Colombo,Thimbirigasyaya,Borella North,6.9193726,79.873024,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/6329/1/ORIGINAL/image_10970.jpeg,0,3,0,0,,100.0,,
16754,LOKI UNIVERSE,1369466,1742472,,Northern,Vavuniya,Vavuniya,Rambaikulam,8.756090917,80.500234033,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1369466/2/ORIGINAL/image_16754.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
16307,THATHSARA GRAPHIC,156412,205857,,Sabaragamuwa,Rathnapura,Rathnapura,Ratnapura Town,6.6769584,80.4018632,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/156412/2/ORIGINAL/image_16307.jpeg,11,1,11,1,79.47715045451734,2.8755179024179083,,17.647331643064746
15312,THATHSARANI COMMUNICATION,2810,10273,,Western,Gampaha,Divulapitiya,Ihala Madampella North,7.2544659,79.9481313,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/2810/2/ORIGINAL/image_15312.jpeg,14,0,14,0,94.3962944392713,,5.603705560728697,
20352,NIMAL STORES,1314746,1668492,,North Western,Kurunegala,Ganewatta,Kalatuwagama,7.6921208,80.3455051,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1314746/3/ORIGINAL/image_20352.jpeg,0,0,0,0,,,100.0,
8549,K.K.S Stores,330926,262032,,Northern,Vavuniya,Vavuniya,Pattanichchippuliyankulam,8.7731849,80.4664349,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/330926/2/ORIGINAL/image_8549.jpeg,1,1,1,0,30.464864864864865,69.53513513513514,,
19577,DIDULA SUPER MARKET,442288,509552,,Sabaragamuwa,Rathnapura,Pelmadulla,Panawenna,6.5839856,80.5717934,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/442288/2/ORIGINAL/image_19577.jpeg,4,0,4,0,91.36690647482014,,8.633093525179856,
19737,Lonitha stores,49095,51899,,Uva,Moneragala,Medagama,Bakinigahawela,7.0048092,81.2827708,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/49095/1/ORIGINAL/image_19737.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
14204,LATHA STORES,142360,189802,,Central,Nuwara Eliya,Nuwara Eliya,Hawaeliya North,6.9723213,80.773918,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/142360/1/ORIGINAL/image_14204.jpeg,0,0,0,1,,,,100.0
15701,Nimes Kal Communication,9482,37241,,Central,Matale,Naula,Naula,7.7078978,80.6535238,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/9482/1/ORIGINAL/image_15701.jpeg,3,3,3,2,61.194661649714845,32.20883061908402,,6.596507731201129
15033,CHANDIMA ELECTRONICS,37072,52518,,Uva,Moneragala,Madulla,Obbegoda,6.9117066,81.3442385,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/37072/1/ORIGINAL/image_15033.jpeg,1,0,1,0,100.0,,,
11160,Samanala Communication,6970,2083,,Western,Colombo,Kolonnawa,Madinnagoda,6.9185202,79.9023783,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/6970/1/ORIGINAL/image_11160.jpeg,2,0,2,0,81.10225398570643,,18.897746014293567,
12806,JANAHITHA PHONE SHOP,38769,34830,,Sabaragamuwa,Kegalle,Mawanella,Owatta,7.2488963,80.4639974,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/38769/2/ORIGINAL/image_12806.jpeg,7,0,7,0,46.68967143193947,,53.31032856806053,
18804,Chinthaka mobile,1452286,1861692,,North Western,Kurunegala,Rideegama,Pahala Udattapala,7.5732828,80.5265394,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1452286/1/ORIGINAL/image_18804.jpeg,0,0,0,1,,,49.56492637215529,50.43507362784472
16135,SATHRUWAN BOOK SHOP,138081,182360,,Central,Matale,Naula,Naula,7.7072872,80.6537531,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/138081/1/ORIGINAL/image_16135.jpeg,1,2,1,1,18.072743736794447,34.658919408391185,,47.268336854814365
9674,Sagarika Stores,114042,143281,,Western,Colombo,Sri Jayawardanapura Kotte,Welikada East,6.9101674,79.8974699,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/114042/1/ORIGINAL/image_9674.jpeg,1,0,1,1,91.250805198742,,7.940206888712061,0.8089879125459437
10692,Ishara Farmacy,129842,168310,,Western,Colombo,Padukka,Padukka,6.8405421,80.0923297,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/129842/2/ORIGINAL/image_10692.jpeg,1,0,1,0,100.0,,,
20533,VASANA STORES,68195,38675,,Central,Nuwara Eliya,Nuwara Eliya,Ruwaneliya,6.9411699,80.7746041,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/68195/2/ORIGINAL/image_20533.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
11155,Stride pro ,856166,1100292,,Northern,Vavuniya,Vavuniya,Thonikal,8.7442893,80.4842711,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/856166/1/ORIGINAL/image_11155.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
9099,Deepthi store,119105,80108,,Central,Nuwara Eliya,Walapane,Pannala,7.1442008,80.8557541,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/119105/2/ORIGINAL/image_9099.jpeg,1,0,1,0,100.0,,,
13307,Sugerthan Stores,1446,64753,,Eastern,Batticaloa,Manmunai North,Iruthayapuram East,7.7319502,81.6876205,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1446/1/ORIGINAL/image_13307.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
8554,Kesara Stores,1350086,1716672,,Eastern,Ampara,Dehiattakandiya,Sadamadulla,7.5868157,81.0739133,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1350086/2/ORIGINAL/image_8554.jpeg,4,1,4,0,93.3713102019679,6.628689798032108,,
16375,SADARU STORES,21589,26336,,Western,Kalutara,Horana,Gurugoda,6.7393308,80.0958927,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/21589/1/ORIGINAL/image_16375.jpeg,7,1,7,0,95.9811616954474,4.018838304552591,,
14448,Kalana stors,786106,1007652,,North Western,Kurunegala,Ambanpola,Ambakolawewa North,7.91319535,80.266104317,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/786106/2/ORIGINAL/image_14448.jpeg,2,0,2,0,79.29930060788287,,20.700699392117127,
16458,MANNAPPERUMA STORES.,134809,177689,,North Western,Puttalam,Anamaduwa,Alankulama,7.9127869,80.0629347,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/134809/1/ORIGINAL/image_16458.jpeg,2,1,2,0,86.70354826402136,13.296451735978634,,
14172,RAVI STORES,37559,68209,,Northern,Mannar,Mannar Town,Uppukulam South,8.9783952,79.9139959,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/37559/2/ORIGINAL/image_14172.jpeg,5,0,5,0,100.0,,,
12499,SU MINI MART,1231126,1553772,,Western,Gampaha,Negombo,Pallansena North,7.2696599,79.8474872,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1231126/1/ORIGINAL/image_12499.jpeg,2,0,2,0,100.0,,,
11043,SUPIPI  MILK  BAR,100920,124430,,Western,Colombo,Homagama,Homagama Town,6.84276,80.0035539,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/100920/2/ORIGINAL/image_11043.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
19479,DENETH FOOD CITY,105060,131214,,Sabaragamuwa,Rathnapura,Kahawaththa,Nugawela East,6.5755436,80.5787356,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/105060/2/ORIGINAL/image_19479.jpeg,0,2,0,0,,100.0,,
18562,Sirichandra Stores ,316680,247379,,North Western,Kurunegala,Galgamuwa,Divullewa,8.0023694,80.2711904,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/316680/1/ORIGINAL/image_18562.jpeg,5,0,5,2,59.27260812581913,,11.009174311926609,29.718217562254264
15012,Krishan stores,1032766,1295692,,Central,Kandy,Doluwa,Thumpelawaka,7.1661259,80.6729775,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1032766/1/ORIGINAL/image_15012.jpeg,0,0,0,1,,,,100.0
11256,GOWRI GROCERY. ,1410826,1799632,,Western,Colombo,Thimbirigasyaya,Wellawatta North,6.8798843,79.8647778,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1410826/2/ORIGINAL/image_11256.jpeg,1,0,1,0,72.09118030952824,,27.908819690471752,
20397,7 to Nine Gas Centre,77592,24958,,Western,Colombo,Colombo,Madmpitiya,6.9629704,79.8705893,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/77592/1/ORIGINAL/image_20397.jpeg,1,0,1,0,100.0,,,
9474,SUGINTHA Stores,26877,69123,,Northern,Vavuniya,Vengalacheddiculam,Neriyakulam,8.6012041,80.3712124,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/26877/3/ORIGINAL/image_9474.jpeg,2,0,2,0,100.0,,,
19235,VIJESINHA STORES,563026,691972,,Sabaragamuwa,Rathnapura,Kahawaththa,Nugawela East,6.5755436,80.5787356,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/563026/2/ORIGINAL/image_19235.jpeg,6,3,6,0,61.69419286094833,8.275617119516959,30.03019001953472,
20405,Family Mart,45271,7198,,Western,Colombo,Colombo,Madmpitiya,6.9629704,79.8705893,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/45271/1/ORIGINAL/image_20405.jpeg,0,0,0,3,,,21.62162162162162,78.37837837837837
13252,K.W.Super City,24271,46821,,Southern,Matara,Matara Four Gravets,Walgama,5.9486149,80.5204026,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/24271/2/ORIGINAL/image_13252.jpeg,1,1,1,0,34.47522236340534,8.116899618805592,57.40787801778907,
8351,S.R Vegetable Multy shop,125908,160686,,Northern,Vavuniya,Vavuniya,Pattanichchippuliyankulam,8.7696182,80.4871076,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/125908/1/ORIGINAL/image_8351.jpeg,0,1,0,0,,42.25806451612903,57.74193548387097,
13210,Yadhu Framing,64539,6754,,Western,Colombo,Thimbirigasyaya,Pamankada West,6.8768755,79.8678375,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/64539/1/ORIGINAL/image_13210.jpeg,1,0,1,0,100.0,,,
19997,DASATHA COM & BOOK SHOP II,8284,9109,,Western,Colombo,Padukka,Galagedara East,6.8581014,80.0908898,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/8284/2/ORIGINAL/image_19997.jpeg,14,1,14,3,75.74797543828424,8.355729583815371,4.1743051229568975,11.72198985494349
17386,OLEAMI BOOK SHOP,144019,192127,,Western,Gampaha,Divulapitiya,East Kaluwarippuwa North,7.2547708,79.9131941,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/144019/2/ORIGINAL/image_17386.jpeg,1,0,1,1,50.413223140495866,,,49.58677685950413
13164,Shan Supermarket,32339,6761,,Western,Colombo,Thimbirigasyaya,Pamankada East,6.8771059,79.8683194,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/32339/2/ORIGINAL/image_13164.jpeg,1,0,1,0,100.0,,,
13586,DEMUTHU GROSARE,17570,43114,,Southern,Galle,Galle Four Gravets,Milidduwa,6.0492695,80.2298657,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/17570/1/ORIGINAL/image_13586.jpeg,1,0,1,0,100.0,,,
12082,Dilshan stores,142144,189693,,Southern,Matara,Pasgoda,Pattigala,6.32573,80.62018,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/142144/2/ORIGINAL/image_12082.jpeg,7,0,7,0,100.0,,,
11252,Nandana Communication,128544,164129,,Southern,Galle,Bentota,Yalegama,6.3807552,80.0103471,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/128544/2/ORIGINAL/image_11252.jpeg,16,6,16,2,63.256822700162665,11.408819808422194,12.000722935116572,13.333634556298572
13450,Pasanna Saluin,30241,43139,,Southern,Galle,Galle Four Gravets,Milidduwa,6.0491449,80.2276606,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/30241/2/ORIGINAL/image_13450.jpeg,2,0,2,0,40.3637635536901,,59.6362364463099,
18533,Thidasa Book Shop,141435,188317,,Western,Colombo,Homagama,Kiriberiyakele,6.8377673,80.0240767,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/141435/2/ORIGINAL/image_18533.jpeg,0,2,0,0,,93.20754716981133,6.79245283018868,
17345,Vibushika Stores,110080,136190,,Western,Colombo,Colombo,Modara,6.967341,79.8692956,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/110080/1/ORIGINAL/image_17345.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
11660,Nimal Stores,55555,57793,,North Central,Anuradhapura,Medawachchiya,Isebessagama,8.5594551,80.4839236,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/55555/1/ORIGINAL/image_11660.jpeg,1,0,1,0,100.0,,,
20570,Perera stores,1474146,1892112,,Western,Colombo,Dehiwala,Kalubovila,6.8605723,79.8774909,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1474146/1/ORIGINAL/image_20570.jpeg,0,0,0,1,,,,100.0
18433,RAJAPAKSHA COM,440167,506972,,Sabaragamuwa,Rathnapura,Kuruwita,Pussella,6.8076833,80.3309604,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/440167/1/ORIGINAL/image_18433.jpeg,4,0,4,0,100.0,,,
18024,Jayalanka stors ,1449766,1858112,,Southern,Hambantota,Weeraketiya,Weeraketiya West,6.1475358,80.763823,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1449766/2/ORIGINAL/image_18024.jpeg,0,0,0,1,,,,100.0
8489,NERANJANA  TRAVELS ,99026,118829,,North Western,Kurunegala,Kurunegala,Kurunegala Town - Central,7.4839618,80.3543475,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/99026/1/ORIGINAL/image_8489.jpeg,0,0,0,0,,,100.0,
14362,ROJA VCD CENTRE,5464,47522,,Southern,Galle,Hikkaduwa,Hikkaduwa Nagarikaya,6.1409027,80.0998826,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/5464/1/ORIGINAL/image_14362.jpeg,0,0,0,0,,,100.0,
9843,K Pratheephan Multi Centre,39124,62751,,Eastern,Batticaloa,Eravur Pattu,Vantharumoolai West,7.80112,81.5739159,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/39124/1/ORIGINAL/image_9843.jpeg,0,0,0,1,,,,100.0
20209,C N COM,40747,12658,,Western,Colombo,Homagama,Godagama North,6.8499319,80.0356891,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/40747/1/ORIGINAL/image_20209.jpeg,8,0,8,0,79.16160810295189,,20.838391897048112,
19372,VIJENDRA STORES,50394,51624,,Sabaragamuwa,Rathnapura,Kahawaththa,Nugawela East,6.5755436,80.5787356,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/50394/1/ORIGINAL/image_19372.jpeg,4,1,4,0,88.39086859688196,11.60913140311804,,
15517,U.U Mobi,110189,136638,,Southern,Galle,Yakkalamulla,Pahala Thellambura,6.1215492,80.338627,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/110189/1/ORIGINAL/image_15517.jpeg,4,1,4,0,77.21917870931316,22.78082129068685,,
12749,DILANTHI STORESE ,1153146,1451372,,Western,Kalutara,Ingiriya,Maputugala,6.7400133,80.1325756,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1153146/2/ORIGINAL/image_12749.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
15451,Ashoka stors ,1332366,1692712,,Sabaragamuwa,Rathnapura,Embilipitiya,Hingura,6.2819401,80.8452173,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1332366/2/ORIGINAL/image_15451.jpeg,0,1,0,1,,63.57354392892399,,36.42645607107601
8472,New Zam Zam Traders,118517,135599,,Western,Colombo,Thimbirigasyaya,Dematagoda,6.9317644,79.8784668,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/118517/2/ORIGINAL/image_8472.jpeg,4,0,4,0,78.60707311781297,,21.392926882187023,
8956,SHAINI STORES,10416,9531,,Western,Gampaha,Negombo,Kudapaduwa North,7.2296199,79.8432367,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/10416/2/ORIGINAL/image_8956.jpeg,1,0,1,0,100.0,,,
19855,CSA  PHAMACY,132902,174616,,Sabaragamuwa,Rathnapura,Pelmadulla,Pelmadullagama,6.6185069,80.5485326,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/132902/2/ORIGINAL/image_19855.jpeg,0,1,0,0,,100.0,,
17106,MAWSOOTH COMMUNICATION,39719,29706,,North Western,Kurunegala,Rasnayakapura,Kanuketiya,7.8378779,80.0498249,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/39719/3/ORIGINAL/image_17106.jpeg,12,0,12,0,100.0,,,
8344,G.P Stores,72512,41189,,North Western,Kurunegala,Mahawa,Imbulgodayagama,7.8029962,80.2514731,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/72512/4/ORIGINAL/image_8344.jpeg,5,0,5,0,100.0,,,
19684,IG COMMUNICATION ,158506,208726,,Southern,Galle,Akmeemana,Kaduruduwa,6.0363887,80.2551037,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/158506/1/ORIGINAL/image_19684.jpeg,0,1,0,0,,100.0,,
13637,RANAWAKA STORES,82566,84357,,Southern,Galle,Yakkalamulla,Kaludiyawala,6.0805056,80.3717099,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/82566/1/ORIGINAL/image_13637.jpeg,0,0,0,0,0.0,0.0,0.0,0.0
12018,DHEVIKA TRADERS,18533,53941,,Uva,Badulla,Bandarawela,Bandarawela East,6.8302384,80.9921146,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/18533/3/ORIGINAL/image_12018.jpeg,0,0,0,1,,,50.093179276928815,49.90682072307119
18002,Keerthens Communication,33512,69101,,Northern,Vavuniya,Vavuniya,Vavuniya Town,8.755604,80.4935322,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/33512/1/ORIGINAL/image_18002.jpeg,4,0,4,0,100.0,,,
18661,Ravisanka stores,640466,803192,,Sabaragamuwa,Kegalle,Yatiyanthota,Ganepalla,6.997554,80.344809,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/640466/2/ORIGINAL/image_18661.jpeg,2,0,2,0,100.0,,,
19513,Wasana.Com,772006,988232,,,,,,0.0,0.0,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/772006/2/ORIGINAL/image_19513.jpeg,4,0,4,0,100.0,,,
13153,Menaka traders,738926,935572,,Western,Colombo,Kolonnawa,Kuriniyawatta,6.9374629,79.8856942,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/738926/4/ORIGINAL/image_13153.jpeg,4,1,4,2,62.94606294606295,21.685971685971687,,15.367965367965366
16822,CAFE 113,1029227,1291412,,Western,Colombo,Thimbirigasyaya,Kurunduwatta,6.9127734,79.8564575,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/1029227/2/ORIGINAL/image_16822.jpeg,0,0,0,1,,,,100.0
11746,KUMARI STORES,79316,56880,,Central,Nuwara Eliya,Walapane,Brookside,7.017505117,80.82521705,arn:aws:s3:::retailer-brand-analysis/Prod/RETAILER/79316/3/ORIGINAL/image_11746.jpeg,2,0,2,0,100.0,,,
